Comments,Label
درست است اما بهتر است برایش تلاش کنیم از این که آرام نشسته بگویم این هم میکذرد,1
"هرچه آید به سرم باز گویم گذرد.
وای از این عمر که با میگذرد میگذرد.",1
"کت ای گپ  بیشتر بدانیم 
مره به یاد کتاب دری  انداختی",1
آفرین دقیق,1
این نیز میگذرد ولی آنچه میگذرد عمر ما است,1
عاای,1
اصلا باید بگویم این هم بلاخره میگذرد چون دنیا در گذر است,1
"Îqbaļ Hàzára
این هم میگزرد بیادرم...... ",1
تشکر از سخن مقبولت,1
همیشه  حوصله  مندی  باشد,1
ها تجربه دارم ,1
افرین جیگر خوب گپ زدی,1
اگه واقعیت کسی دوستت داشته باشه هیچ وقتی نمیره   ,1
"اوووف کاملا دقیقا 
ای را تجربه کردیم خیلی    ",1
واقعا  همتو باشه,1
"باور کنید بهترین تصمیم همان زمان گرفته میشه .. 

#تجربه",1
ای پوستا ازتو بعید اس اد حیف نان,1
تشکر از سخن مقبولت,1
همیشه  حوصله  مندی  باشد,1
افرین جیگر خوب گپ زدی,1
"او میدانه که از قهر است.
نمیره   خیلی خوب با الفاظ عاشقانه اش آرام ام میکنه ویا اگه نتانست بعدا میکنه

ای کارشه خیلی دوس دارم ",1
اگه او آدم باشه نمیره میفامه ادم یگان وقت اعصابش شارت میباشه   ,1
کسی باشه که درک کنه,1
"واقعا گپ اش راست است 
فکر میکردم برم وقت ندارد اما به دیگه دوست هایش همیشه وقت دارد 
تا وقتی که عصبانی شدم بالایش گفتم  برو نمیخواهم ات 
باور کنید آنقدر بالایش تاثیر کرد که اصلا حالی نمیخواهد نام مه بشنود 

لطفا لطفا اگر گاهی بالای دوست های نزدیک تان قهر شدید موبایل تان را خاموش کنید و یا اگر در محلی بودید آنجا را ترک گفته بروید.

حتی همین یک لحظه شما را با بهترین دوست تان جدا میسازد.
زیاد متوجه باشید 
این تجربه خودم است ",1
Masood Fazlpoor تا حال شده ,1
بیخی راست گفتی همی رقم هم شد  ,1
گل گفتی به خدا,1
واقعا عالی است این روش,1
خوبه,1
چشم,1
مرسی ادمین,1
خیلی عالی,1
عالی,1
چه زیبا میفرماید چند پوست شما واقعا موثر بود برایم ,1
آفرین رشیدی,1
عالی,1
آفرین,1
جان جان,1
و مغرور نباشید,1
اگه تمام اعضای صفحه ای کاره کنن افغانستان اباد میشه,1
عالی     ,1
عالی,1
آفرین,1
خوبش,1
افرین,1
افرین,1
اﻳﻨﻪ ﺑﭽﻴﺶ ﺩاﻧﺸﻤﻨﺪ ﺷﺪﻱ,1
دقيقا و بسيار عالي كفتين,1
بسیار زیبا,1
مطلب خیلی عالی   زیبا و فوق العاده  ,1
بسیار زیبا,1
بسیار عالی,1
چی مطلب زیبای جان مادر واقعا همینطور است,1
واقعا زیبا,1
عالی  ,1
بسيار عالي واقعن خداوندتمام مادر ها ره عمر نصيب كنه,1
عالی استی بسیار زیبا,1
عالی بود,1
واقعا عالی,1
"لایک داری رشیدی صیب 
ولی خدا کنه ک مردم ما فهمیده باشن    ",1
کاملا دقیق,1
"بلی برادر این گپ واقعيت دارد و آین حرف خديث صحيح پيغمبر صلي الله عليه و سلم است   شما که نه از دنيا خبريد نه از دين امروز ساينس ثابت کرده است عقل و مغز زن هم از نگاه فيزيکي و هم از نگاه روانی ۳۰  کمتر از عقل مرد است و هوش کنيد اين حرف را به مسخره نگيريد چون سيستم معارف ما مشکل داره ما پارسال در مکتب در کتاب اکسفورد بيولوژي اين درس را خوانديم و يکی از مثال هاي آن تصميم گرفتن زن است که او در گرفتن آن از عاطفه کمک مي گيرد  به همين خاطر شهادت خشو در برابر زن بچه قبول نيست .
نوت: اين همان حرف هاي است که عيسويان در همان ابتدا بالاي پيامبر صلي الله عليه وسلم تحمت ميزدند و آن  همان عيسويان که در انجيل نوشتند #که_ #زن_ بايد به انجيل دست نزند چون نجس است.",1
"عقل هیچ زنی نیمه نیست.
زنان می توانند قاضی باشند  حاکم باشند و شهادت یک زن مساویست به شهادت یک مرد.
گذار از اندیشه های خرافاتی و کهنه به سوی ارزشهای انسانی و اسلامی  امر ضروری و حیاتی است.",1
اولین بار یک پست درست ماندی,1
"لایک داری رشیدی صیب 
ولی خدا کنه ک مردم ما فهمیده باشن    ",1
مقبوول,1
دستت درد نکند,1
بیشکت ادمین امروز کاکا صالح شدی,1
واقعا زیبا,1
کاملا دقیق,1
دقیقا خیلی عاالی,1
مطلب خیلی عالی   زیبا و فوق العاده  ,1
عالی استی بسیار زیبا,1
بسیار زیبا,1
گل گفتی,1
دقیقا گلم,1
گل گفتی,1
بسیار زیبا,1
بسیار زیبا و دقیق,1
گل گفتی,1
شکر که یک گپ عالی گفتی,1
بسیار عالی,1
بد نبود,1
عالی,1
چی زیبا نوشتی این بار ,1
عالی,1
واقعا عالی گفتی   ,1
بسیار زیبا دقیقا,1
واقعا عالی است   ,1
بسیار زیبا مطلب عالی است,1
خیلی عالی   ,1
درودها رشیدی صایب   ,1
دقیقا بسیارزیبا,1
عالی است,1
  کاملا درست,1
عالیست,1
بجا ومعقول,1
دقیقا بسیار زیبا,1
خیلی عالی,1
دقیق فرمودین محترم,1
خیلی زیبا و حقیقت تلخ بود,1
دقیقا بسیار زیبا,1
واقعن عالي     ,1
بسیار زیبا,1
گل گفتی,1
ای ول به شیر خودت گل گفتی,1
بسیار زیبا    ,1
واقعاعالی,1
واقعا زيبا                   ,1
آفرین گفتارته صدقه,1
درود بر شما و احساس نیک تان ,1
برای همه مسلمین تسلیت باد,1
درود به تیم با معرفت تان,1
تسلیت,1
"درود بر همه شهداء  
تسلیت باد برای همه عزاداران حسین  علیه السلام 
 ",1
زنده باد انسانیت ,1
"همیشه سر فراز و موفق باشین واقعا از صفحه تان رضایت داریم 

پ.ن مه یک وقت تاپ بودیم حالی بنظرم سبک دوش شدیم  چند وقت نبودم میشه رتبه هایم پس بدهیم   ",1
جانم فدای حسین ع  ,1
تسلیت باد ,1
  انسانیت  ,1
دورد بر شما  ,1
ماشاءالله,1
برهمه شیعیان تسلیت باد,1
تشکر از هم شریکی ات,1
تسلیت به همه مسلمین,1
تسلیت باد بر همه مسلمین,1
درود به ابا عبدالله الحسین  ,1
خدا یارت ,1
بسیار زیبا بیشک تان,1
تسلیت بر دل زینب کبرا باد,1
درود به ابا عبدالله الحسین  ,1
تسلیت باد بر همه مسلمین,1
تشکر از هم شریکی ات,1
تسلیت باد ,1
تسلیت به همه مسلمین,1
دورد بر شما  ,1
ماشاءالله,1
بسیار زیبا بیشک تان,1
مام دوستت دارم  ,1
خوب میفهمی که  شارژکم میشه از او خاطر خیره زباد دوستت داریم,1
"مام دوستت دارم 3%

:-",1
مام دوستت دارم  ,1
جانم,1
مه هم دوستتان دارم۳%,1
درحال افزایش  ,1
خوب است  62,1
ههههههه تشکر,1
"در حال افزایش دوست داشتن تو 
   ",1
"لخشیدم 
ولی خدا فضل کد نفتادم    ",1
نظافت را مراعت كنيد,1
مه یکبار افتیدم بسیار جالب بود   ,1
"مه تجربه دارم 
روی کاشی بنداز پای بان برت نشان میته.",1
امتحان مجانی هست خودتون یک بار امتحان کنید,1
نمیلخشی فقد یکمی یخمالک میتیت که ساتت تیر شوه باز مستقیم بری علی آباد  ,1
راست میگی,1
هههه من دیدیم که لخشیده هههه,1
امتحان مجانی هست خودتون یک بار امتحان کنید,1
یک دفه امتحان کو,1
مه خو لخشیدم اما به زمین نخوردم  ,1
خیلی عالی نوشتی خوشم آمد,1
واقعا زیباست مگم...  ,1
نسل جوان فعلی د آینده به امی نام ها یاد خواهد شد,1
"خودم فقیر   
همه گی تان مره منشن کنید   ",1
BeheShta YaQubiای اوصاف مه است نی ,1
SåFi FaŻli تو بسیار خوب ادم بودی خداوند بیامرزیت,1
Inaz Arseen      بچیش در خیراتت باز پیزا وصیت کو که بیایم و ای گپ هاره بگویم,1
چی زیبا,1
واقعا زیباست مگم...  ,1
"Behroz Sadiq
مه میگم که روزی تو هم همی قسم یاد میشی      ",1
BeheShta YaQubiای اوصاف مه است نی ,1
Munir Ahmad Safi ههههه همتو گپ است,1
یادش بخیر,1
هههههههه یاد گذشته بخیر,1
صد سال زنده باشی...,1
هههههه خدا کمت نکنه همرای توانایی هایت هههههه,1
پوست هایت خوب است اما در ای پوست اخلاق خود ره نمایش دادی جانم,1
زنت طاوس شوه  ,1
زنت طاوس شوه  ,1
هههههههه یاد گذشته بخیر,1
یادش بخیر,1
Hayat Sediqi جمیله خوارک  ,1
"به سلامتی رفیق هام 
مخاطبی خاص ندارم  ",1
"sahzada Janm 
My Love 
 از مخاطب خاصم نامزاد عزیزم نورمحمد رحیمی",1
بنامی که پدر و مادرش سر او مانده چون به نام که فامیل اش گذاشته احترام دارم و اگر ثبتی بالاتر باشه او فقط در قلب انسان میباشه,1
مخاطب خاص حفظ می کنم ثبت نی,1
الحمد لل  ہ ندارم مخاطب  خاص,1
"مخاطب خاص مه مادرم است 
بنام  Gohar Nayab ثبت کردم    ",1
"گوهرنايابم  
مخاطب خاصم مادرم است بس",1
"مهم نیست به کدام نام ثبت میکنی مهم ای است که همرایش چی قسم رابطه داری و د قلبت چی قسم ثبتش کدی .
مه از نامزد خوده خاص تر از دیگه مخاطبینم ثبت کدیم",1
مخاطب خاص ام بنام.  Zindagim ذخیره هست,1
تو چی رقم هستی هیچ غمگین و جگرخون نمیشی همیش پوست های خنده دار میمانی چقه خوش هستی بخدا کاش نصیب ما هم همطو خوشی ها شوه   ,1
"مهم نیست به کدام نام ثبت میکنی مهم ای است که همرایش چی قسم رابطه داری و د قلبت چی قسم ثبتش کدی .
مه از نامزد خوده خاص تر از دیگه مخاطبینم ثبت کدیم",1
"هر چه از ایمان او گفتم دروغی بیش نیست 

این مسلمان چشم هایش بوی الکل میدهد",1
مخاطب خاص ام بنام.  Zindagim ذخیره هست,1
مخاطب  خاص ندارم اما بهترین دوستمه به این استیکر ثبت کردیم   ,1
"گوهرنايابم  
مخاطب خاصم مادرم است بس",1
الحمد لل  ہ ندارم مخاطب  خاص,1
ﺣﻀﺮﺕ ﻳﺎﺭ,1
"          
چقه نفر ها خيالي دختر كده 
اما نمبر يك بيدر خاندم نامش به چند دانه قلب ثبت است",1
یکی بود موتر زد مورد اگرنی نامش قومندان جان بود   ,1
مخاطب  خاصم  که نامزادم اس Walid Ahmadiو نامش zindagi ثبت  کدیم,1
مخاطب خاصم مادرجانم که  گوهرنایابم  ثبت کردیم .,1
"دخترا نام عشق شون جگر نفس قندم عشقم .
اما بچه ها رشید تره 
نوید نل دوان 
وحید قفس فروش 
جاوید قمارباز .......",1
"مخاطب خاصم نامزادم است
My Love       ",1
"My Dear 
My Love 
شماره نامزدم",1
جانو,1
نفسم,1
زنده گیم  ,1
 شادختم  ,1
عشقم,1
بنام یگانه عشقم,1
سار گل حمامی,1
شکر ندارم,1
لالایم,1
به نام #نفس,1
"مخاطب خاصم آبیم اس که نامش
مادر جان  سیف کدم  دستت را از دور میبوسم",1
عشقم,1
نفسممم   ,1
فلنیگ,1
شادوختم,1
"   Aşkım    A      Yâgãnă Ekhlas
نام مخاطب خاص در تلفونم چطو نفسم",1
به نام مرسل جانم,1
عشقم,1
گوهر نایاب   مادرم    ,1
جانم,1
مهتابم,1
زندگی ام,1
باران,1
زندگیم,1
ندارم شکر  ,1
هر کس به نام خودش اس,1
خوشبختانه ندارمک,1
ممنون     ,1
خوبیش بسیار جالب بود,1
خدا نزنی ته ..ههههههه,1
ممنون     ,1
به وجود خودم افتخار میکنم  ,1
ﺑﺎﺑﻪ ﻛﻼﻧﻢ اﻡ ﺑﻮﺩ,1
به وجود خودم افتخار میکنم پس    ,1
Aryan Aryanدر همی سمستر گل واری بچا شدیم یک قدم نزدیکتر آمدیم به موفقیت مان ادامه می دهیم تا ابد لالا,1
Safi Safa بسیار گل بچه هست هیچ طرف دختر ها سیل نمیکنه .,1
دم او قسم انسان ها گرم البته انسان خوب با حیا ,1
راست گفتی وارث جان,1
هيچ امكان نداره  كسانيكه نگاه هم نميكنه انها نفس خود را كنترول مى كند اگر نى خوش داره ٢٤ ساعت نگاه كند  افرين انهايكه نفس خود را كنترول مى كند آدم هاى هوشيار هستن.,1
"کاپیتان عمران
تره وله امي مه تو از امي كار ها استيم  ",1
دوست خو ندارم اما خودم امتو است استم دلتان دگه,1
"دختراي وطن ما يك قسم وادار ميكنن ك در قصه بچه ها نيستن يعني طوري وادار ميكنن ك ما سر شما بچه ها خبر هم نيستيم ولي من از اونايشم ك با سركشان سركشيم گر آسمان هم باشد بخاطر همي كمال ام طرف دختر ديده نميتانم چ برسه ك گپ بتم 
استغفرالله ",1
Samir Afghanباش خــوده منشن ڪنم     ,1
Sad Dam بیا که د بسیار جای اساس برابر شدی  ,1
Äțï Üłłãh Ãdëëñä Farzad Sakhi  ولا شما بسیار خوب بچا ھستین کاش مہ ھم مثل تان میبودم     ,1
Wais Fedai اینی یک رقم علاقه خاص به دخترا داره دگیشه نمیفامم    ,1
Salim Tiger   Ehsan Jan   منشن کنین د امی پوست مره  ,1
دوست خو ندارم اما خودم امتو است استم دلتان دگه,1
Aryan Aryanدر همی سمستر گل واری بچا شدیم یک قدم نزدیکتر آمدیم به موفقیت مان ادامه می دهیم تا ابد لالا,1
 حالی همه بچه ها میگه خودی ما,1
Salim Tiger   Ehsan Jan   منشن کنین د امی پوست مره  ,1
Ashk An Emir Hamidi امی مره خو منشن کنین ده ام پوست,1
Wais Fedai اینی یک رقم علاقه خاص به دخترا داره دگیشه نمیفامم    ,1
Äțï Üłłãh Ãdëëñä Farzad Sakhi  ولا شما بسیار خوب بچا ھستین کاش مہ ھم مثل تان میبودم     ,1
راست گفتی وارث جان,1
"Samiullah Akbari
همو روز های اول شناخت مه وتو در پارک یادت است که باران میبارید همرایش ګپ میزدی ",1
Wasiq Muhammadi در سابق خو امی قسم بودی مچم حال چی  قسم شده نظرت تغیر کده یا نی,1
Faisal Taqdir هیچ به فکرش ام نیست دختر که بیبینه کوچه بدل میکنه ههههههههههههههخ,1
Sad Dam بیا که د بسیار جای اساس برابر شدی  ,1
Prince Arsalan هله بیا منشن کو مره بیخی به مع گفته  ,1
به وجود خودم افتخار میکنم  ,1
Naser Shojayeeبسیاار یک بچع عاجز  و ساده میباشد است همچنان د پهلوی ازی  شرمندوگ هم است,1
"خودم   
چطو Fardows Nazary
دیگه ها دشمن است همی تو راست میگی",1
Nasrat Wasy باطن  قضیه رو خو مچم شوخک   مالوم میشی گاهی,1
Hashim Bakhtyari   تو بچیش ده قصه دختر نیستی بر تو بچه باشه      ,1
"Jamaludin Jamal Fazeli
بسیار گل بچه استه,هیچ طرف دخترا سیل نمیکنه      ",1
Hameed Azami ازی خاصیت که داری زیاد خوشم میایه,1
Kamal Dawoodi اینه کمال جان باز نگویی ده فکرت نیستم   ,1
وله مه ايي رقم رفيق ندارم مگم يگي است راستي Arman Ahmadi,1
Abdul Hakimتو خو هستی,1
Sanaullah Nazir امی تو گک تا اخر عمر شاید مجرد ماندی  ,1
Samim Jan Hadiliولا تو سری شادخت هایش     هم جمپ را نمیگیری,1
Eisa Yoldash توته شرافت  بيا اينجه  ,1
Rezwan Bagram اینی آدم اگر هور بهشتی ره هم ببینه ده قصیش نیست,1
Abed Bagramwal رامز سهرابی ده بین همه تان مه ده قصه همی دخترها نیستم شکر,1
"Zamir Sahil 
منشن کو مره .هههه",1
به خیالم هیچ کس خالی نباشد شاید چون اساس آرامش یک زن است,1
راس گفته بخدا  Amin Hzr,1
Ali Ghulamiاین بسیار خوب بچه است,1
بخدا ده امی روز ها بسیار بچه خوب شدیم ولع  ,1
فکرش نیست اگه نی او هم میدید,1
sha Rif تا جای ره,1
ما ده فکری دختر نیستیم ده فکری رفیق استیم ,1
Royen Weda اینمی رفیق ماهیچ سرش خبر نست کمی اندامش تیت است خودشان سیل میکونه   ,1
"Matin Tanha
 اگ اسم دختر به زبون خو بیاری از مجلس بیرون میشه
ایته بچه پاکی ندیده بودم 
نوش جانت بخدا
یاری همیته بچه ها کم پیدا میشه 
مه که میگم نوش جانت بیدرجان
    ",1
Majid Madady اگرچه زیاد باهم نیستیم ولی یگان وقت میبینمت بسیار لوی استی ولا نوش جانت لالا    ,1
"Mustafa Muradi
وقتی در اداره کسی میاید چطو میدوند بچه ها و قرا در فونت مصروف و کیک میخوری   ",1
میتوان در این پوست بچه خوب شناخت ههههه,1
"عابد جان دلت میشه سیل کنی اما یکی چیزی است که مانع میشه
Sajad Shuja",1
اینه خودم هستم کدام سوال هست درخدمتم,1
Shahid Wafa اونه لالایته صفتشه میکنه کمی یاد بیگیر,1
زیاد فکر کردم بجز تو دیگه  کسی یادم نامد SH AZGHARI,1
Esmatullah Shenvary اینمی داداش مه چشم بسته از پیش دخترا تیر موشه  ,1
او نفر دیوانه اس که پنیر پیشش باشه پالک ره سیل کنه  ,1
"Hafizullah Hashemi 
کی ره منش میکنی صد فیصد خودم استم  ",1
Haji Pashtoon اینه بیخی ملا برآمده ای بچه,1
حالی بچه ها ره شناختم    ,1
دوست هایم که باشن چرا طرف دختر ببینم صدقه شان شوم   ,1
حـــالى همه بچه ها سنګين ميشه هر کدامش ميګه که مه ,1
Fawad Qaderi بسیار پاک بچه است   ,1
Mirwais Safir دخترا ره بیبینه سرش چمپه نمیگیره  ,1
به افتخارTa Ta Nesh,1
باش یک منشین کنم خوده Faisal Noyan,1
Haji Sear اینه بچیم گپی دلت ره گفته,1
اینجه باید خدم منشن کنم Sadiq Amiri   ,1
Manzoor Jafari  امی مطلب د خودم صدق می کنه صد فی صد,1
Mäśįh Khåńgârÿ اینجه منشن میکدی  مره باید ,1
Tariq BigZaad یگانه کسی که یادم امد امی ادم بود,1
بیا  که ده جایی اساس برابر شدی Îbřąhîm Řđ,1
شاداب پنجشيرى بسیار چشم پرررر دارد از ای نگاه چشمته صدقه,1
مه خوردم Sami Ullah Safi راست میگم انی,1
Sayed Amir Sadat غلط که نکدیم نی,1
A Masror Akbari   همیقسم ادم خوب هستی,1
Wais Khalil يك نمبر زنكه باز اما پيش دختر عاجزك است,1
خودم    فقت عبادت و درس  ,1
Mustafa Sakhizada فقط تو به قصه دخترا نیستی   ,1
Belal Nabiyar  هیچ وقت طرف دختری کسی سیل نمیکنه,1
Amin Sayed Zada هیچ دمی قصه شان نیست به تو افتخار می کنم    ,1
آرامش  میخواهند,1
ﺧﻮﺏ اﺳﺖ ﻛﻪ ﮔﭗ ﻫﺎﻱ اﺻﻠﻲ ﺷﺮﻭﻉ ﺷﻮﺩ,1
چطويك آدم فاميده هستي والا,1
او آدم خوده هوشیار تر می گیره,1
ها بقران بخصوص وقت سریال چقر       ,1
آرامش  میخواهند,1
خوب باریک بین استی,1
هههههه ها افرین,1
ها کاملا درست اس,1
بلی      که خوب به غیبت شان  مزاحمت نباشه,1
"هههه تو از کجا میفامی 
ها دگه تجربه بوبوی علم است   ",1
هاهروقت اتفاق می افتد,1
دقیقا امتو اس,1
بلی زیاد همی قسم دیدیم,1
بلی واقعا  ,1
راستی ام که همی قسم است   ,1
بیخی راست گفتی,1
ولا دقیقا همین طور است,1
هههه همین گپ اس,1
خودم نفر دوم هستم   ,1
هابخدا از دل ما گفتی,1
"هاهاهاهاهاها
بلی  بعدش قصه شروع میشه",1
بهرام کوهستان همرا یم باشه,1
بچه کاکا ام را میارم در سه دقیقه نی برت در یک دقیقه خلاصش میکنه,1
Sultan Mansour Raofi  همراه همی آدم می توانم. انشاءالله,1
بلى در يک دقيقه خلاص اش ميکنم ديګه به هيچ کس ضرورت نيست,1
WahidRezaie بیا بچم بخوریم زیاد است,1
"Ahmad Reza
با اینکه ازت قهرم ولی بدون تو خوردنی مزه نمیته ماما",1
Yazdan Madadi هله دیگه بیا همه اش از تو است لالا  ,1
Armita Arash هله رفیقم تو میتانی مه به شکمو بودن تو اعتماد دارم     ,1
"Sayed Ramin Farkhar
تو خو شاید ده سه ثانیه خلاصش کنی",1
Louise Louis Noori همی آدم خوش داره,1
روزه دارم یک رقم گشنه شدیم که همی بریانی هم برم کم معلوم میشه,1
"Sayed Ramin Farkhar
تو خو شاید ده سه ثانیه خلاصش کنی",1
اگه  تمامش نشد نیمش خو مشه,1
روزه دارم یک رقم گشنه شدیم که همی بریانی هم برم کم معلوم میشه,1
مه عاشق بریانی هستم   ضرورت به کدام دوستم نیست ده یک دقه ایتو زدن کنم که حیران بانی    ,1
SuryaNikrawa تا چی وقت منتظر باشم مجبور خودم خوده منشن کنم.هههههههه,1
بلى در يک دقيقه خلاص اش ميکنم ديګه به هيچ کس ضرورت نيست,1
NajwaOzturanمیفامم که د یک دقیقه میخوریش,1
"Èlyås Merzåi
ده دو دقه خلاصش ميكني  ",1
"Jan Samer, Zamir Zabi شبیر خو اقه اشتیأ نداره از خاطر ما تو د دو دقه میخوره",1
Anosh Tanha تو خو در یک دقه میخوری خخخخخخ,1
M Aref Ahmadyzadah اینمی آدم میخوره سه دقیقه را مانده یک دقیقه خلاصش میکنه هههه,1
Dawood Qataghani  خنده میکنه همی لنگک های مرغ طرفت  ,1
وقتی خودم باشم دیگرا ره سبرس,1
Shakib Ahmadi  صد فیصد میتوانی بخوری قاری صاحب,1
Parasto Baharاینه فقد تو میتوانی که در سه دقیقه بخوری و بس,1
Mortaza Ahmad Khalid Rasekh Rasekh خالد تو خو نمیتانی مرتضی میتانه,1
خودم میتانم ,1
3 دقیقه بسیار کم نیست,1
افشین سرمست بیا تمامش را بخور   ,1
Ajmal Ajlalomaryبیا بچیش زیاد اس ههههه,1
"Banoo Na
جاااااان سه دقه ره مانده ده یک دقه خلاص  میکنی",1
مشکل نیست    ,1
Faisal EK یووو کن دووو ات    ,1
"Ali Afg
بگی خلاصش کن  ",1
میتانم,1
میتانم بخورم ضرورت به کسے نیست   ,1
Rahim Rasa به نظرم د یک سی کدن کلش خلاص میشه هههه,1
فکر کنم میتانم    ,1
Ałłahnoor Ñoorį پنج لقمه مه میشه انی   ,1
داکتر صایب ده 2 دقیقه نوش جان میکنه .,1
ظرف 2 دقیقه پاک میکنم برت,1
"Yousuf Furmuli

بر خودت خو یک  دقیقه ره گپ است      ",1
سه دقیقه چیس یک دقیقه کافی اس,1
ده یک دقه برت میخورم,1
ها میتانم ,1
"Donya Rahimi
او بریانی خور  میتانی خورده   ",1
سه دقه زیاد است فقد ۳۰ثانیه وقت بته,1
"NaSer OmId
دو دقعه میخوریش",1
"MurTaża Åfg
ده دو دقه میخوره",1
بلی من می توانم انشاالله,1
Tamoo Shoja ده دو دقه میخوره تمامشه,1
Omed Omid SahibzadaSahibzada.ahmad Jahan GirBakhtar.merwais Merwais Khishki..شاهد هم دارم ای دوست تانم ماشاالله سم دم ماهی یونس علی سلام هستن Hakim Marzi .S,1
Edris Safi استی همرایم,1
"Amin NoorZai

ههههه تومیتانی",1
"ساحل شریفی
میتانی  خورده",1
HåJî Àmàńنوش جان,1
"Qudratullah Hidary
 سرت باور دارم میتانی",1
Ashrafullah Rahimi پهلوان پلو,1
Mustafa Shams راست میگه,1
Loy Dokhtarak Shik  کلوله گکم ,1
"Elyas Rashidi
Babur Bek Samangani
ای دوتا باشه د مه صبر است",1
ولا خوب كاشف بودي هههه,1
قانون خوبی است,1
"صحیح شد  
هههه
تهمت بیش نیست.",1
مردها فقط یک بار عاشق میشن,1
خوبس دگه,1
بهترین قانون,1
عالی,1
چی خوب,1
قانون خوبی است,1
ههههههههه امممم همو قسمه,1
"RaShid Jan
راست میگه   ",1
عالی,1
گرنتی  ,1
اخ جااااااان  ,1
نام خدا,1
زیاد مقبول هستی حیف نان بچیم     ,1
قربان خودت مقبول      ,1
خیر باز مجبور یک صفحه دیگه پیدا میکنم به خنده گرچی ایتو یک چیز هم نیست خیر بازم ,1
"  
خارشتته گم میکنه جان بیادر",1
مه هستم همرایت   ,1
قربان خودت مقبول      ,1
نام خدا,1
سرش آب نخوری که به صحتت مضر است,1
اوقه از مقبولي ات زياد نگو دل قنداري هاره او ميكني,1
زیاد مقبول هستی حیف نان بچیم     ,1
"  
خارشتته گم میکنه جان بیادر",1
جان تو یک عکس خوده کمنت کو که بیبینیم,1
از مه خو وجدانم قبول میکنه   ,1
فقد که عکس از کسی دگه است از خودماست   ,1
چی کنیم دیگه وجدان مجبور شده قبول میکنه ههههههه,1
از خودم اس,1
خود ما مقبول هستیم که پروفایل ما هم مقبول است,1
نه مه از پروفایل خود کده مقبول تر استم,1
"پروفایل تو هم از خودت کره مقبول است

چطور وجدانت قبول کرد  
   ",1
دلم جم است سر بلند هستم پیشی وجدانم تشویش نکو  ,1
شکر از خودم اس,1
و دگه پروفایل خودت هم فکر کنم از خودت کرده مقبول تر باشه هههه. وجدام تو چطور قبول میکنه    ,1
ههههه خی بعد از ای مجبور عکس ها خودما را با نیم که باور کنین مقبول هستیم       ,1
عکس های خود ما می باشد به همین خاطر قبول میکند  ,1
ههخهه توبه,1
چون خود ما مقبولیم   ,1
شکر از خودم اس,1
خو فیسبوک است چقه جدی گرفتین,1
نخیر خودما مقبولتر استیم,1
چی کنیم دیگه وجدان مجبور شده قبول میکنه ههههههه,1
اندازه خودمانست  خوبش  ,1
نه مه از پروفایل خود کده مقبول تر استم,1
از خودم اس,1
"برو بچیش شکر کو که داری 
مه واری خو به اطاق تنها ترسیده و لرزیده خواب نمی شی  ",1
ادمین خدا نزنت  ,1
هههههه جان دلم برت سوخت  ,1
مه هم دوست داشتم وقتی خواب کنم هیچ صبح نشه اما بازم صبح میشه ,1
Sadaf Sidiqi یاد بگیریم  ,1
هدف بزرگ,1
شیک,1
خوبش,1
Sanam Rastgar یاد بگیر مشتری پیدا میکنی ,1
راست میگه او دخترا,1
بزرگ مهر  ,1
من این پست را چند سال پیش دیدم. و زندگیم را تغیر داد. من الان خیلی آدم موفقی هستم. من 6 مدال طلای المپیک  8 جایزه اسکار  4 جایزه نوبل دارم . و بعد از این همه برنامه ریزی کردم برای فرود آمدن روی مریخ.  تشکر که اشتراک گذاشتی .,1
 جیگر درست فرمودین,1
ﻣﺜﻼ ﺳﻠﻴﻢ ﺷﺎﻫﻴﻦ اﻣﻲ اﻓﻐﺎﻧﻬﺎ ﻻﻓﻮﻙ ﺧﻂﺎﺏ ﻛﺮﺩﻥ ﺩﺭ ﺣﺎﻟﻜﻪ ﺳﻠﻴﻢ ﺷﺎﻫﻴﻦ ﺭاﺳﺖ ﻣﻴﮕﻮﻳﺪ,1
بعضی  اوقات  حقیقت  است  هر کس دروغ  نمیگوید یا که باور و قبول  نمیشود  یا که  از حسادت  موفقیت  کس را دیده  نمیتوانند,1
جان  راست گفتی,1
درست فرمودین,1
"شما با ده ها دستگاه تانک و نفربر و صدها فروند هلیکوپترهای پیشرفته آمدید به افغانستان و جنایتهایی را انجام دادید
از هیچ جنایتی فروگذار نکردید عروسی ها را به خاک و خون کشیدید
شما بعد از  تا  با  هزار سرباز چه غلطی کردیدامروز دارید پیش طالبان التماس میکنید برای گفتگو",0
بگذارید ساده تر بگویم اشک های معصومانه این دختر پاک نهاد در دفاع از تبعه افغان با پروپاگاندای رسانه ای غرب آنچنان چهره ی کشور سوئد و کلیت غرب را برای مخاطب دوستداشتنی جلوه می دهد که همه فراموش میکنیم کشور افغانستان و دهها کشور دیگر زیر چکمه های سربازان غربی و سوئدی لگدمال شده,0
سیگر بیش از  میلیارد دالر در افغانستان به هدر رفته است,0
"دوستانی که آرزوی مداخله ی امریکا به هر نحوی رو دارن فراموش نکن که آمریکا بعد از سال حمله به افغانستان برای نابودی یک گروه محلی مثل طالبان امروز دنبال مذاکره با اونهاست
جا قاعدتا از طالبان قدرتمندتره برای استقبال از اجانب برای حل مشکلات خودمون احتیاط کنین یک مقدار",0
